texto,sentimiento
"Catar alerta de que su capacidad de exportación de gas ha quedado afectadaEl Gobierno de Catar ha declarado la cláusula de ""fuerza mayor"" en los contratos de la petrolera estatal QatarEnergy y varios países -China, Corea del Sur, Italia y Bélgica- por el ataque iraní a la planta de Ras Laffan que afectará a su capacidad de exportación a largo plazo.",negativo
"El ministro de Energía de Catar y presidente de Qatar Petroleum, Saad Sherida al-Kabi, ha asegurado que los ataques con misiles iraníes del pasado 18 y 19 de marzo han causado una pérdida estimada en 20.000 millones de dólares en ingresos anuales y han provocado daños que tardarán entre tres y cinco años en repararse.",negativo
"""Los extensos daños a nuestras instalaciones de producción tardarán hasta cinco años en repararse y nos obligarán a declarar fuerza mayor a largo plazo"", ha dicho el ministro.",negativo
Wall Street cede terreno y el petróleo supera los 100 dólaresLos principales índices de la Bolsa de Nueva York cotizan en números rojos tras cerrar ayer al alza.,negativo
El euríbor roza el 3% en pleno vuelo libreEl euríbor a 12 meses ha firmado este martes la tercera subida consecutiva y la número 14 en las 17 sesiones que se han cumplido del mes de marzo.,negativo
"Esta vez, la subida coloca al indicador del que depende el coste mensual de unos cuatro millones de hipotecas variables y el precio de las de nueva contratación a las puertas del 3%.",negativo
Editorial | Los mercados confían en la tregua de TrumpLa bajada del gas y el petróleo por el alto el fuego es un alivio temporal para las economías europeas.,neutral
"El portavoz de la Cancillería china Lin Jian ha señalado hoy en una rueda de prensa que ""China está profundamente preocupada por la continua escalada de la situación y su expansión, que afectan a la paz y la estabilidad regional e internacional"".",neutral
La guerra en Irán aumenta el riesgo de una crisis en el mercado de bonosLas fuertes fluctuaciones en la deuda pública británica apuntan a tensiones que perjudicarán las finanzas públicas y elevarán los costos de endeudamiento para todos.,negativo
"Bolsa vs oro: qué tocará suelo antesLa notable debilidad que ha mostrado la cotización del oro en plena guerra de Irán plantea a los inversores la pregunta de qué tocará suelo antes en sus caídas: un activo de riesgo como la Bolsa o uno teóricamente de refugio, pero en horas bajas, como el oro.",negativo
"Sobre la guerra en Irán, el líder laborista ha dicho que ha recibido con satisfacción los contactos entre EEUU e Irán, después de que el presidente estadounidense, Donald Trump, haya informado hoy de que su país mantiene negociaciones con Teherán para acabar la guerra y que ambas partes han encontrado ""puntos importantes de acuerdo"".",neutral
"En ese sentido, Starmer ha confirmado a los parlamentarios que ""el Reino Unido estaba al tanto de que esto estaba ocurriendo, y la prioridad inmediata deber ser una pronta resolución del conflicto y la consecución de un acuerdo negociado"".",neutral
"Este eventual acuerdo, ha proseguido, debe imponer condiciones estrictas a Irán, ""en particular en relación con las armas nucleares"".",neutral
"Wall Street sube más de un 2%Los tres principales índices de Wall Street suben más de un 2% después de que el presidente de EEUU, Donald Trump, haya asegurado que está negociando un acuerdo con Irán.",positivo
"Trump cree que Israel ""estará muy contento"" con el acuerdo que negocia con IránEl presidente de Estados Unidos, Donald Trump, ha asegurado este lunes que Israel estará ""muy contento"" con el acuerdo que afirma estar negociando con Irán.""Hablamos con Israel hace un rato.",positivo
"Las aerolíneas suben en Bolsa por la caída del crudoLas aerolíneas mundiales, que registraban fuertes caídas en la apertura del mercado, se han dado la vuelta y suben cerca del 4% por la caída del precio del petróleo, en torno al 8%, tras posponer el presidente de EEUU, Donald Trump, los ataques militares contra las centrales eléctricas iraníes.",positivo
"Sin embargo, después de las 12:00 horas del mediodía, las aerolíneas pasaban a subir en Bolsa después de que Trump asegurara este lunes que ""Irán realmente quiere llegar a un acuerdo"" y que esto ""podría suceder en los próximos cinco días"".",positivo
"Los títulos de IAG, que caían en la apertura del mercado un 3,70%; suben un 5,17 %: y se sitúan en 4,19 euros; seguida de la alemana Lufthansa, que avanza un 3,44%; con la acción en 7,592 euros.",positivo
"""A medio plazo, es más importante el deterioro potencial del cuadro macroeconómico de la guerra que el aumento del tráfico aéreo en los aeropuertos españoles"".",negativo
"Así lo ha afirmado el presidente de Aena, Maurici Lucena, durante el Gran Encuentro EXPANSIÓN Catalunya que se celebra este lunes en Barcelona.",neutral
"""Teniendo en cuenta la volatilidad de los mercados derivada del conflicto en Oriente Medio, la Comisión Europea insta a los Estados miembros a iniciar de forma coordinada la temporada de llenado de gas y los preparativos de cara al próximo invierno"", señala en un comunicado.",neutral
"Brufau, que ha participado en el Gran Encuentro EXPANSIÓN Catalunya celebrado en Barcelona, ha recalcado que esta detención de los ataques durante cinco días ""es una muy buena señal"" y cree que ""se desvanece"" la amenaza de que no se abra el estrecho de Ormuz.",positivo
"El interés de la deuda europea baja del 3% con el petróleoEl giro bajista del petróleo se traslada, de forma más moderada, al mercado de renta fija.",positivo
"El déficit comercial baja en enero un 35,2% por la caída de las importaciones energéticasEl déficit comercial se redujo un 35,2% interanual en enero hasta los 4.010 millones de euros, debido principalmente a que el déficit energético descendió un 49,2% por una caída de esas importaciones, de acuerdo con los datos publicados este lunes por el Ministerio de Economía, Comercio y Empresa.",positivo
Los futuros de Wall Street rozan el 1% de caídaLos números rojos también alcanzan a Wall Street.,negativo
"Así, Rusia volvió a pedir ""el fin de la agresión estadounidense e israelí contra Irán"", ya que ""todo lo que ocurre en el estrecho de Ormuz es consecuencia directa de esta acción ilegal"".",neutral
En su caída el índice borra también el nivel de los 17.300 puntos.,negativo
Goldman vuelve a elevar su previsión sobre el petróleoPor segunda vez en menos de dos semanas Goldman Sachs ha ajustado al alza sus estimaciones sobre el precio del petróleo.,negativo
"El interés de la deuda europea supera con creces el 3%El interés exigido al bund alemán, la deuda europea de referencia, supera con creces la barrera del 3%.",negativo
"El Ibex supera el 2% de caída con todos sus valores en negativoEl Ibex supera el 2% de descensos, fruto de las caídas que registran sus 35 integrantes.",negativo
"La guerra costará 8.000 millones del PIB a la economía españolaLos expertos esperan que el avance se reduzca entre 0,2 y 0,5 puntos porcentuales, hasta situarse en el 2,2%.",negativo
"La mayoría de empresarios y directivos esperan un alza de entre 0,5 y 1 punto.",negativo
"Entrevista a Sara Aagesen: ""El plan anticrisis lanzado en España es el mayor del ámbito energético europeo""La ministra de Transición Ecológica, Sara Aagesen, desgrana a EXPANSIÓN el decreto aprobado el viernes.",neutral
A la gran bajada de precios se suma una revolución para impulsar renovables y reconducir la fiebre en 'data centers'.,positivo
"Colomina (OTAN): ""La industria de Defensa ya no tiene problemas de dinero, ahora le toca producir más""""La capacidad que tiene Europa de defenderse a sí misma hoy día sin EEUU es muy pequeña"", asevera el diplomático español de mayor rango en la OTAN.",neutral
El Ibex sufre otro revés por el petróleo y la deudaLas últimas novedades en la guerra en Irán amenazan más con una escalada que con una desescalada.,negativo
"El petróleo supera los 110 dólares, y el interés de la deuda europea el 3%.",negativo
"En un breve comunicado, un portavoz de Downing Street (residencia oficial y oficina del primer ministro británico, Keir Starmer) confirmó que el acuerdo suscrito entre el Reino Unido y los Estados Unidos en el marco del conflicto en Oriente Medio ""incluye operaciones defensivas estadounidenses para degradar los emplazamientos y las capacidades de misiles que se utilizan para atacar buques en el estrecho de Ormuz"".",neutral
"La OMI, además, ha instado este jueves a establecer un acuerdo marco para la creación de ""un corredor marítimo seguro"" que facilite de manera ""provisional y urgente"" la evacuación de buques mercantes varados en el golfo Pérsico y a través del estrecho de Ormuz.",neutral
"La subida de la gasolina y el diésel dispara el ahorro de los coches eléctricos: hasta 10 euros por cada 100 kilómetrosCon los precios actuales de los combustibles derivados del petróleo, un coche eléctrico con recarga doméstica permite un ahorro de hasta 10 euros cada 100 kilómetros frente a un modelo equivalente de gasolina o diésel.",positivo
"El Gobierno aprueba la prórroga de los contratos de alquiler durante dos añosEl Consejo de Ministros extraordinario de este viernes ha terminado con acuerdo entre los dos socios de Gobierno, PSOE y Sumar, que finalmente han aprobado dos reales decretos distintos, uno para las medidas de vivienda que reclamaban los de Yolanda Díaz y otro para el resto de medidas para bajar los precios de la energía.",neutral
"El euríbor a 12 meses ha dado respuesta a la reunión del Banco Central Europeo (BCE) de ayer disparándose hoy hasta un nuevo máximo del año del 2,658% a tipo diario, muy por encima del 2,524% del jueves.",negativo
"El barril de Brent se repliega ahora a 108 dólaresLa volatilidad persiste en el precio del petróleo, aunque dentro de márgenes contenidos.",neutral
"El Ibex pierde de nuevo los 17.000 puntosEl Ibex, coincidiendo con otro giro alcista en el precio del petróleo, reduce notablemente su rebote inicial, hasta el punto de cotizar de nuevo por debajo de la barrera de los 17.000 puntos.",negativo
"El precio del petróleo repunta ahora hasta los 110 dólaresEl barril de Brent borra la tímida corrección previa y pasa a cotizar con subidas del 1,6%, hasta alcanzar el nivel de los 110 dólares.",negativo
"Los arrestados habían enviado a agencias de inteligencia israelíes y estadounidenses imágenes de puestos de control militares y localizaciones de lugares importantes para que fuesen atacados, de acuerdo con un comunicado del cuerpo militar de élite citado por la agencia Fars, informa Efe.",neutral
